,Unnamed: 0,"Starts, total",  Single-detached,  Multiple,     Semi-detached,     Row,     Apartment,"Starts by intended market, total",  Homeownership - freehold,  Rental,  Homeownership - condominium,  Other (co-op and unknown),"Completions, total",Residential Building Permits4,Residential Building Permits($) (thousands)4,Newly completed and unabsorbed homes1,     Single- and semi-detached,     Row and apartment,Rental vacancy rate (%)2,Rental availability rate (%)2,Vacancy Rate (Standard Spaces) in Seniors' Rental 7,Vacancy Rate of Rented Condominium Apartments ,New Housing Price Index (% change)4,Consumer Price Index (% change)4,Owned accommodation costs (% change)4,Rental accommodation costs (% change)4,  Bachelor,  One-bedroom,  Two-bedroom,  3+ bedroom,"Population on July 1 (thousands)3,5",Labour force participation rate (%)3,Employment (% change)4,Unemployment rate (%)3,"Net migration4,6","Starts by intended market, 1 total",Newly completed and unabsorbed homes2,Rental vacancy rate (%)3,Rental availability rate (%)3,Vacancy Rate (Standard Spaces) in Seniors' Rental 6,New Housing Price Index (% change)5,Consumer Price Index (% change)5,Construction Wage Rate Index (% change)5,Owned accommodation costs (% change)5,Rental accommodation costs (% change)5,Population on July 1 (thousands)4,Labour force participation rate (%)4,Employment (% change)5,Unemployment rate (%)4,Real disposable income (% change)5,Net migration5,Consumer Price Index (%  change)4,Owned accommodation costs (%  change)4,Labour force participation rate (% )3,Employment (%  change)4,Unemployment rate (% )3,Vacancy Rate (Standard Spaces) in Seniors' Rental 8,Teranet - National Bank House Price Index (% change)7, One-bedroom, Two-bedroom,3+ bedroom,Vacancy Rate (Standard Spaces) in Seniors' Rental 9,"New Housing Price Index (% change)4,8","Teranet - National Bank House Price Index (% change)7,8","Consumer Price Index (% change)4,8","Owned accommodation costs (% change)4,8","Rental accommodation costs (% change)4,8","New Housing Price Index (% change)4,7","Consumer Price Index (% change)4,7","Owned accommodation costs (% change)4,7","Rental accommodation costs (% change)4,7"
558,1998,3615,2248,1367,114,1135,118,3615,3506,101,8,0,3460,3873,434.181,425,185,240,2.1,0,,0,,,,,493,,,,789.428,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,615,754,928,0,0.697026022304838,0,0.892940191610083,-0.345891371412549,1.29413939730078,,,,
559,1999,4447,2837,1610,253,1187,170,4447,4279,12,138,18,4144,4697,553.445,312,153,159,0.7,0,,0,,,,,513,,,,802.25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,637,783,950,0,2.63036455929858,1.06877323420073,1.92680003687655,1.33208255159475,1.36886293119182,,,,
560,2000,5786,3494,2292,400,1320,572,5786,5243,511,30,2,4448,6041,739.826,194,117,77,0.2,0,,0,,,,,573,,,,819.973,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,723,877,1056,0,7.31414868105514,9.82375478927202,2.96671490593342,3.51786706165525,2.07958228303924,,,,
561,2001,6251,3502,2749,336,1738,675,6251,5376,432,412,31,6463,6246,729.334,220,103,117,0.8,0,,0,,,,,622,,,,840.289,70.81,0,6.26781232719384,0,,,,,,,,,,,,,,,,,,,,,,,,762,914,1099,0,11.5782122905028,7.89840915433992,3.25895994378074,5.25845108209621,2.55754475703325,,,,
562,2002,7796,3807,3989,316,1972,1701,7796,5921,1113,761,1,6337,7695,926.708,226,85,141,1.9,0,,0,,,,,624,,,,852.179,70.025,-0.544953975781498,7.36213607622805,6944,,,,,,,,,,,,,,,,,,,,,,,,767,930,1129,0,7.69808486669168,10.8898085876875,2.07571246278179,1.9626168224299,3.19030011178949,,,,
563,2003,6381,3055,3326,357,2241,728,6381,5549,259,553,20,5874,6915,948.498,167,79,88,2.9,0,,0,,,,,627,,,,861.479,72.2416666666666,5.19611384679734,6.89103912494741,4309,,,,,,,,,,,,,,,,,,,,,,,,768,932,1168,0,3.75406787540679,6.58968975973874,2.52521043420286,3.24972918923424,2.00833333333332,,,,
564,2004,7243,3245,3998,348,2450,1200,7243,5467,323,1453,0,7125,7507,1059.852,302,125,177,3.9,6.7,,0,,,,,623,,,,867.334,71.0333333333333,-0.412073016446769,6.71429538836595,552,,,,,,,,,,,,,,,,,,,,,,,,771,940,1156,0,6.59796124117845,6.66374876901192,1.90212973500242,4.04325720280848,0.923127195490574,,,,
565,2005,4982,2350,2632,300,1578,754,4982,3875,100,924,83,6046,5174,796.906,414,197,217,3.3,5.6,,0,,,,,628,,,,873.532,70.9083333333333,0.90559326340241,6.71442712615136,1283,,,,,,,,,,,,,,,,,,,,,,,,762,920,1125,0,4.60277427490542,4.13418137053753,2.26547543075941,4.17313062364256,0.0890399870487171,,,,
566,2006,5875,2480,3395,383,1793,1219,5875,4395,108,1372,0,5301,5222,781.628,238,83,155,2.3,4.6,,0,,,,,633,,,,882.022,71.8416666666666,4.48732936457977,5.09980724623476,-916,,,,,,,,,,,,,,,,,,,,,,,,774,941,1146,0,3.0942334739803,3.73362230322134,1.68486739469578,2.8518242740134,0.388192478770729,,,,
567,2007,6506,2973,3533,300,1954,1279,6506,5144,206,1156,0,5678,6956,1046.905,399,71,328,2.3,3.8,,0.5,,,,,643,,,,892.734,71.7583333333333,1.41489947672817,5.15911981069813,6301,,,,,,,,,,,,,,,,,,,,,,,,798,961,1144,0,1.74429935685051,5.95441595441594,1.85639766799631,3.15644682545428,0.861999516635784,,,,
568,2008,6998,2956,4042,213,2153,1676,6998,5276,161,1561,0,6432,7102,1017.58,287,52,235,1.4,2.9,,0.5,,,,,671,,,,906.47,72.7,3.25706914695,4.97782081719355,8657,,,,,,,,,,,,,,,,,,,,,,,,827,995,1227,0,3.80231778565271,4.52630635475488,2.16900135562584,3.26338690434415,1.1741214057508,,,,
569,2009,5814,2471,3343,299,1909,1135,5814,4659,216,939,0,5887,6732,954.857,287,33,254,1.5,3.5,,1.1,,,,,688,,,,921.5,71.1333333333333,-1.03062281177573,5.63879137412236,9660,,,,,,,,,,,,,,,,,,,,,,,,853,1028,1257,11.6,1.49474072707141,6.17389813068083,0.582338198437254,2.32431697702868,1.57101128917659,,,,
570,2010,6446,2302,4144,362,1928,1854,6446,4590,320,1536,0,6784,7094,1032.884,275,48,227,1.6,3.4,,2,,,,,715,,,,937.689,72.2583333333333,2.5909317389138,6.51815306384975,10472,,,,,,,,,,,,,,,,,,,,,,,,877,1048,1312,17.4,3.98181818181817,5.85527378452592,2.51374129717846,2.33129649309244,1.70216073371677,,,,
571,2011,5794,2134,3660,361,1826,1473,5794,4343,92,1354,5,5954,6488,926.903,312,78,234,1.4,3.2,,1.4,,,,,727,,,,951.84,70.7833333333333,0.294641411688519,5.90951202101969,13020,,,,,,,,,,,,,,,,,,,,,,,,899,1086,1322,17,2.97254764819025,4.55481803616388,3.03116957392051,2.23275134679042,2.00993504012227,,,,
572,2012,6026,1592,4434,286,1379,2769,6026,3258,484,2284,0,5537,6628,934.064,433,102,331,2.5,4.6,,3.2,,,,,754,,,,966.617,72.025,3.34291064049586,6.0819434053602,9838,,,,,,,,,,,,,,,,,,,,,,,,916,1115,1377,14.7,2.59806418746814,2.5758902510216,1.31834582292532,1.49196876388801,1.2885825591849,,,,
573,2013,6560,1787,4773,398,1615,2760,6560,3806,478,2276,0,5220,5468,1114.402,426,117,309,2.9,5.1,,3.6,,,,,766,,,,978.49,69.9583333333333,-1.58692969714009,6.38585543421736,7077,,,,,,,,,,,,,,,,,,,,,,,,932,1132,1396,13,0.36411784177425,1.00305897417656,0.979317901657318,0.187664206180407,1.7973372781065,,,,
574,2014,5762,1775,3987,279,1701,2007,5762,3722,618,1422,0,6794,7281,1625.746,555,97,458,2.6,4.7,,1.7,,,,,780,,,,989.927,70.1416666666666,1.48554922468933,6.6620929248106,6729,,,,,,,,,,,,,,,,,,,,,,,,936,1132,1415,14.1,-1.14610817941952,0.133821665023248,1.9735503560529,0.536963036963038,0.835573639468147,,,,
575,2015,4972,1992,2980,199,1326,1455,4972,3465,707,800,0,5933,4679,1125.313,897,125,772,3.4,5.5,,2.6,,,,,801,,,,1001.023,68.8416666666666,-0.268989568834754,6.34169983404074,6502,,,,,,,,,,,,,,,,,,,,,,,,972,1174,1390,12.4,-0.967553590791552,-2.09608215516634,0.944400106411264,0.975034157247549,0.626891482922606,,,,
576,2016,5298,1990,3308,234,1799,1275,5298,3874,745,679,0,5029,7308,1619.046,838,159,679,3,4.6,,1.1,,,,,812,,,,1018.741,69.2833333333333,2.06049771839865,6.32151647307742,13217,,,,,,,,,,,,,,,,,,,,,,,,982,1201,1457,12.5,0.286364019203225,3.59939650836984,1.25840031624721,0.762654529798879,0.544217687074823,,,,
577,category,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,,availablesupply,,,,,averagerent,,,,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,,,,,,,,,,averagerent,averagerent,averagerent,availablesupply,housingcosts,housingcosts,housingcosts,housingcosts,housingcosts,,,,
578,state,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,,ottawa,,,,,ottawa,,,,ottawa,ottawa,ottawa,ottawa,ottawa,,,,,,,,,,,,,,,,,,,,,,,,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,ottawa,,,,
579,1990,685,450,235,10,38,187,685,460,115,110,0,855,0,0,0,0,0,2.3,0,0,,0,0,0,0,333,477,562,663,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,1991,585,263,322,18,0,304,585,281,304,0,0,585,0,0,0,0,0,2.7,0,0,,0,0,0,0,384,509,603,672,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,1992,208,198,10,4,0,6,208,200,8,0,0,284,0,0,34,11,23,3.6,0,0,,0,0,0,0,404,529,614,719,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,1993,396,280,116,16,27,73,396,296,89,11,0,356,0,0,35,18,17,4.9,0,0,,0,0,0,0,398,543,635,727,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1994,230,205,25,10,0,15,230,215,0,15,0,364,0,0,34,33,1,4.6,0,0,,0,0,0,0,412,548,643,745,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1995,351,193,158,2,51,105,351,195,105,51,0,202,0,0,15,15,0,3.3,0,0,,0,0,0,0,429,546,641,740,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,1996,340,278,62,2,60,0,340,280,0,60,0,411,0,0,47,23,24,5.5,0,0,,0,0,0,0,419,562,648,747,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,1997,378,283,95,4,91,0,378,287,0,91,0,411,0,0,40,22,18,5.8,0,0,,0,0,0,0,411,552,628,726,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,1998,304,264,40,12,28,0,304,276,0,28,0,307,0,0,41,26,15,4.9,0,0,,0,0,0,0,424,571,669,784,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,1999,383,298,85,18,67,0,383,308,0,75,0,326,0,0,27,22,5,4.4,0,0,,0,0,0,0,442,574,680,796,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,2000,292,264,28,8,20,0,292,270,0,22,0,346,0,0,60,32,28,3.2,0,0,,0,0,0,0,446,562,683,809,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,2001,294,256,38,14,24,0,294,257,1,36,0,262,0,0,82,79,3,3.7,0,0,,0,0,0,0,467,596,698,833,115.323,58.2,0,8.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,2002,423,369,54,0,36,18,423,405,18,0,0,366,0,0,106,101,5,2.6,0,0,,0,0,0,0,441,605,718,840,116.737,57.6,3.08008213552361,6.5,1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,2003,547,470,77,0,71,6,547,507,13,24,3,448,0,0,13,7,6,1.4,0,0,,0,0,0,0,454,614,728,845,117.925,58.3,5.57768924302788,4.3,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,2004,514,471,43,4,18,21,514,471,23,20,0,559,0,0,20,18,2,1.7,0,0,,0,0,0,0,529,675,775,922,118.913,65.5999999999999,12.6415094339622,5.7,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,2005,619,449,170,8,157,5,619,486,102,31,0,413,0,0,6,5,1,2.8,4,0,,0,0,0,0,521,693,797,967,120.042,66.9,2.34505862646565,7,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,2006,437,283,154,4,89,61,437,339,59,39,0,546,466,68.117,33,19,14,2.8,4.5,0,,0,0,0,0,534,697,818,995,120.61,64,-2.45499181669394,6.1,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,2007,540,324,216,4,107,105,540,373,0,167,0,413,675,100.745,24,18,6,2.8,4.7,0,,0,0,0,0,568,709,822,1000,120.56,66.0999999999999,4.36241610738255,5.6,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,2008,428,300,128,0,82,46,428,331,50,47,0,356,464,90.416,8,5,3,2.4,4.3,0,,0,0,0,0,578,717,850,1043,120.895,66.3,0.482315112540188,6.2,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,2009,371,286,85,0,55,30,371,313,40,18,0,446,428,79.892,10,3,7,6,7.7,7.7,,0,0,0,0,589,749,875,1057,120.988,62.8,-6.4,7.7,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,2010,404,306,98,16,78,4,404,335,4,65,0,539,395,74.467,13,3,10,4.1,6.4,14.1,,0,0,0,0,590,747,890,1096,121.865,61.5,-3.24786324786324,9.4,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,2011,351,239,112,6,58,48,351,279,18,54,0,342,370,81.381,5,1,4,3.5,4.8,10.4,,0,0,0,0,610,769,899,1122,122.197,62.4,1.76678445229682,9.6,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,2012,343,197,146,2,50,94,343,215,70,58,0,236,402,81.486,7,1,6,2.7,4.8,7.7,,0,0,0,0,641,774,904,1093,122.748,62,1.56249999999999,8.5,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,2013,354,224,130,0,48,82,354,245,82,27,0,320,550,116.819,9,7,2,4.8,6.4,6.3,,0,0,0,0,622,778,915,1085,123.164,58.6,-6.15384615384615,9.6,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,2014,232,203,29,2,27,0,232,226,0,6,0,430,619,107.382,20,10,10,2.9,3.7,6.1,,0,0,0,0,638,803,952,1149,123.028,63.4,10.2003642987249,8.19999999999999,-127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,2015,365,296,69,2,55,12,365,342,12,11,0,331,431,108.573,17,15,2,3.7,5.1,4.6,,0,0,0,0,666,816,959,1172,123.435,63.5,1.15702479338843,7.7,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,2016,495,324,171,2,40,129,495,342,85,68,0,330,509,121.085,11,9,2,1,2.2,4,,0,0,0,0,691,834,980,1208,124.082,59.8,-2.77777777777778,5.1,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,category,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,,housingcosts,housingcosts,housingcosts,housingcosts,averagerent,averagerent,averagerent,averagerent,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,state,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,peterborough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,1990,762,483,279,16,0,263,,280,280,0,0,683,1124,62.855,,0,0,,,,,,,,,318,387,479,524,,,,,,560,0,3.1,0,0,0,5.02400357262476,0,5.220180810732,1.96078431372549,130.404,65.5999999999999,0.15153811183513,14.4,0,0,,,,,,,,,,,,,,,,,,,,
609,1991,553,376,177,19,12,146,,221,115,0,20,722,821,49.045,,0,0,,,,,,,,,323,390,498,533,,,,,,356,0,4.6,0,0,0,7.56883172105878,0,4.4530672579453,1.75339366515836,130.369,65.0166666666666,-2.9505220154335,16.5,-2.71723798737853,0,,,,,,,,,,,,,,,,,,,,
610,1992,644,421,223,53,6,164,,230,169,0,0,595,911,55.559,,9,0,,,,,,,,,329,409,503,560,,,,,,399,9,6.2,0,0,0,0.741179958493919,0,0.583760834954888,1.40818973503798,130.827,65.5666666666666,0.545681322107884,17.6,3.93567948092434,-145,,,,,,,,,,,,,,,,,,,,
611,1993,645,460,185,25,35,125,,274,162,0,1,674,914,57.481,,11,0,,,,,,,,,335,410,511,569,,,,,,437,11,5.1,0,0,0,1.96193839513439,0,-0.597959901512482,1.16937694134843,132.177,65.2083333333333,1.62815940455884,16.9,3.74238727803061,748,,,,,,,,,,,,,,,,,,,,
612,1994,669,454,215,47,59,109,,272,159,24,0,742,794,50.128,,28,2,,,,,,,,,329,408,517,556,,,,,,455,30,6.8,0,0,0,-0.250144314027334,0,-0.592710544939848,1.19198121726566,133.437,65.3916666666666,2.02929508696979,16.5,-0.741358611216789,751,,,,,,,,,,,,,,,,,,,,
613,1995,422,364,58,20,18,20,,194,51,0,0,467,644,39.772,,17,0,,,,,,,,,346,418,523,559,,,,,,245,17,7.6,0,0,0,1.5721450617284,0,2.24259143899616,1.13332143494556,134.415,65.0333333333333,2.58710931658442,14.8,1.74275633486579,527,,,,,,,,,,,,,,,,,,,,
614,1996,554,430,124,10,68,46,,304,68,0,0,525,678,46.577,,8,0,,,,,,,,,347,421,522,564,,,,,,372,8,4.9,0,0,-0.281237444756926,1.84218022979773,0,0.00870397771782397,1.19121150622077,135.737,66.0166666666666,2.91545189504371,14.6,0.328407224958952,854,,,,,,,,,,,,,,,,,,,,
615,1997,470,374,96,12,43,41,,225,62,0,0,548,717,50.502,,14,0,,,,,,,,,358,426,527,589,,,,,,287,14,4.9,0,0,-0.120870265914585,1.27738927738927,0,-1.48825065274151,0.898151377746774,136.095,65.8583333333333,-0.410764872521235,15.3,0.297275965562728,230,,,,,,,,,,,,,,,,,,,,
616,1998,524,387,137,28,10,99,,187,105,0,0,400,707,48.181,,9,0,,,,,,,,,353,429,529,591,,,,,,292,9,7,0,0,-0.907624041952407,-0.460320382986557,2.1077441077441,-1.57257708278116,0.501253132832081,135.804,65.5666666666666,1.64983643862893,13.9,1.89174986862848,-392,,,,,,,,,,,,,,,,,,,,
617,1999,616,472,144,32,31,81,,282,116,0,1,626,767,59.588,,5,0,,,,,,,,,348,428,531,634,,,,,,399,5,5.4,0,0,1.68939548137594,1.20236773954864,2.11699531754929,1.54384705143165,0.343967667039293,136.281,66.225,1.3012452777389,14.3,4.12658011806129,342,,,,,,,,,,,,,,,,,,,,
618,2000,710,614,96,46,21,29,,326,62,0,1,668,513,48.199,,5,0,,,,,,,,,364,432,538,641,,,,,,389,5,3.3,0,0,1.78142514011209,4.12173277280205,3.78455179540171,2.98771325024307,0.394206872911138,136.47,66.775,4.0745856353591,12,1.69360785366467,139,,,,,,,,,,,,,,,,,,,,
619,2001,675,551,124,56,10,58,,327,48,0,0,589,650,57.876,,1,0,,,,,,,,,359,444,561,602,,,,,,375,1,2.7,0,0,1.21927236971484,2.58930922496269,1.44368388301181,2.3431465110291,1.12676056338027,136.665,67.1083333333333,1.53948241539482,11.9,1.32118316826215,281,,,,,,,,,,,,,,,,,,,,
620,2002,775,582,193,64,47,82,,351,166,0,1,783,1015,86.481,,6,0,,,,,,,,,376,460,566,626,,,,,,518,6,2.8,0,0,0.650864581309506,2.66084873374401,3.61305361305362,0.628983562562884,1.29990714948933,136.876,67.5916666666666,1.47693112011502,11.9,5.46654652934413,102,,,,,,,,,,,,,,,,,,,,
621,2003,814,613,201,72,40,89,,424,129,0,0,902,840,81.265,,19,1,,,,,,,,,402,465,585,668,,,,,,553,20,3.7,0,0,1.06167358363092,3.53362780231685,4.45207506956367,1.87515626302193,1.44154653778851,137.221,67.7416666666666,2.11231324059762,10.9,-1.70808491116406,186,,,,,,,,,,,,,,,,,,,,
622,2004,919,682,237,76,80,81,,478,125,0,0,887,1095,126.362,,9,0,,,,,,,,,393,484,603,675,,,,,,603,9,4.2,0,0,3.57176964950816,2.20558641229976,7.37402936008615,2.02061518324606,0.739280433711187,137.681,67.8916666666666,0.769424823410706,11.2,0.318004086233618,281,,,,,,,,,,,,,,,,,,,,
623,2005,862,634,228,111,75,42,,472,79,3,0,875,1070,115.602,,2,0,,,,,,,,,411,484,612,721,,,,,,554,2,4.4,6.9,0,4.19548178884277,3.15035047649052,-4.70861486486486,2.91877154999598,0.603392041748199,138.064,68.15,1.66478908499186,10.9,0.602428586106616,137,,,,,,,,,,,,,,,,,,,,
624,2006,738,512,226,62,13,151,,376,123,24,0,721,911,113.457,,3,0,,,,,,,,,424,501,631,707,,,,,,523,3,5.3,7,0,2.2212389380531,2.23715354661371,3.28495457567028,1.87767822360733,2.39098719403469,137.865,68.3,0.492489534597382,11.1,4.18861289244624,-310,,,,,,,,,,,,,,,,,,,,
625,2007,750,573,177,100,23,54,,431,41,12,0,788,771,102.987,,1,6,,,,,,,,,437,519,648,728,,,,,,484,7,4.1,5.6,0,1.28127434854124,1.83719193427933,4.90748189863234,2.69960232486998,1.13195598828464,137.721,67.8166666666666,0.600343053173239,10.2,3.32700810611643,4,,,,,,,,,,,,,,,,,,,,
626,2008,712,521,191,59,54,78,,391,91,13,0,762,723,104.477,,1,4,,,,,,,,,431,531,660,759,,,,,,495,5,2.6,4,0,1.35909052055731,3.36608976239365,1.5644171779141,2.25631096879887,0.399185973700686,138.764,68.2416666666666,0.803799780781873,10.9,3.52360636356627,1195,,,,,,,,,,,,,,,,,,,,
627,2009,877,430,447,56,68,323,,373,255,65,0,575,731,97.855,,4,17,,,,,,,,,447,554,688,771,,,,,,693,21,3.1,4.3,9.3,0.893911283521675,-0.0993260021284034,6.52874257525421,0.356830760267985,2.25305995166445,139.909,67.5166666666666,-1.268575570859,11.9,5.80061433762943,1380,,,,,,,,,,,,,,,,,,,,
628,2010,756,396,360,69,50,241,,380,212,0,0,899,928,126.688,,34,54,,,,,,,,,478,573,719,791,,,,,,592,88,2.2,3.1,7.1,-1.56302240053493,1.8322562318017,1.11987903416338,-1.73427182352515,1.62397072278134,141.678,67.5166666666666,2.33724914341654,11.4,4.27784194027388,1971,,,,,,,,,,,,,,,,,,,,
629,2011,940,431,509,70,47,392,,325,344,0,0,760,953,121.831,,12,10,,,,,,,,,493,596,745,853,,,,,,669,22,2.9,4,9.1,1.77464549545724,2.94302252597811,-1.49532710280373,-0.236301875646137,0.787756020706729,144.038,68.075,3.08501733827574,11,-0.180355845206348,2479,,,,,,,,,,,,,,,,,,,,
630,2012,941,387,554,94,127,333,,321,299,59,0,886,1086,150.914,,40,7,,,,,,,,,516,624,787,890,,,,,,679,47,5,6.1,8.2,0.200233605873508,2.00528419483774,9.62049335863378,-0.214655810510726,1.03468810480869,145.08,68.6333333333333,1.70513861500985,11.2,2.43341684605367,885,,,,,,,,,,,,,,,,,,,,
631,2013,636,282,354,71,36,247,,238,210,46,8,668,654,98.804,,24,0,,,,,,,,,537,643,790,918,,,,,,502,24,7.1,8.2,6.6,0.524562864279764,2.00571162914258,4.60013848018002,2.06957940805578,1.28195682605172,145.178,69.7333333333333,1.44844890510949,11.6,0.13920374958525,32,,,,,,,,,,,,,,,,,,,,
632,2014,511,292,219,52,43,124,,216,94,24,0,571,665,105.435,,28,8,,,,,,,,,525,663,819,909,,,,,,334,36,5.4,6.2,9,-1.10163174024682,1.62119929682922,4.77017914029206,1.07558139534883,0.851094784316573,145.832,68.6583333333333,-0.112422709387309,10.6,1.68235746713742,616,,,,,,,,,,,,,,,,,,,,
633,2015,558,286,272,58,44,170,,212,158,0,24,392,632,97.901,,6,0,,,,,,,,,534,678,814,915,,,,,,394,6,4.8,5.1,0,0.117252931323281,-0.583034341363398,1.33075343547623,0.934713833764735,0.649163300634737,146.736,67.55,-1.2042768711311,10.4,5.10383584003729,895,,,,,,,,,,,,,,,,,,,,
634,2016,556,305,251,44,96,111,,273,114,0,0,593,722,117.836,,3,0,,,,,,,,,558,696,852,922,,,,,,387,3,2.1,3.2,6.2,0.393173833026592,1.1857962234968,-3.43712248158684,1.7666334235646,0.35115379102766,148.649,65.7833333333333,-2.22146274777853,10.7,0,1928,,,,,,,,,,,,,,,,,,,,
635,category,construction,construction,construction,construction,construction,construction,,construction,construction,construction,construction,construction,construction,construction,,availablesupply,availablesupply,,,,,,,,,averagerent,averagerent,averagerent,averagerent,,,,,,construction,availablesupply,availablesupply,availablesupply,availablesupply,housingcosts,housingcosts,housingcosts,housingcosts,housingcosts,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,,,,,,
636,state,prince edward,prince edward,prince edward,prince edward,prince edward,prince edward,,prince edward,prince edward,prince edward,prince edward,prince edward,prince edward,prince edward,,prince edward,prince edward,,,,,,,,,prince edward,prince edward,prince edward,prince edward,,,,,,prince edward,prince edward,prince edward,prince edward,prince edward,prince edward,prince edward,prince edward,prince edward,prince edward,prince edward,prince edward,prince edward,prince edward,prince edward,prince edward,,,,,,,,,,,,,,,,,,,,
637,1990,5972,3025,2947,346,118,2483,5972,3438,2210,324,0,6834,6207,396.641,0,0,0,5.7,0,,0,3.29913180741909,4.27388183324128,7.43191927959205,2.8795541335535,357,,,,651.122,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,418,470,531,,,,,,,,,,
638,1991,6523,3108,3415,610,336,2469,6523,3948,1898,676,1,5720,7276,479.082,0,0,0,5.6,0,,0,2.82701711491444,7.48782037703877,7.28135730155525,2.87921348314606,382,,,,660.73,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,-0.590017541062026,441,490,555,,,,,,,,,,
639,1992,6300,2167,4133,592,272,3269,6300,3016,1810,1398,76,7293,6408,402.278,952,385,567,6.3,0,,0,0.802496656263923,1.76372056360232,1.8262261131507,2.62311067771819,349,,,,667.08,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,1.5880654475457,439,501,580,,,,,,,,,,
640,1993,4699,1748,2951,558,326,2067,4699,2656,606,1437,0,5106,5304,336.254,960,313,647,6,0,,0,-0.294854784018877,1.3264910921766,0.526948322085599,2.08095781071836,348,,,,674.636999999999,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,-0.757934628138323,439,502,578,,,,,,,,,,
641,1994,4677,1842,2835,538,243,2054,4677,2607,839,1231,0,4660,4761,317.225,910,292,618,6.9,0,,0,-0.532308147271921,-0.840898232202576,-1.20470847894057,1.60104253932792,342,,,,679.25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,-0.381861575178998,436,501,574,,,,,,,,,,
