,year,total_dwelling,single_detached,multiple,semi_detached,row,apartment,total_dwelling_market,homeownership_freehold,rental,homeownership_condo,other,completed,res_building_permit,res_building_permit_amount,completed_but_unabsorbed_homes,new_single_and_semi_detached,new_rows_and_apartment,rental_vacancy_rate,rental_avilability_rate,vacancy_rate_seniors,vacancy_rate_condo,HPI_change,CPI_change,owned_accommodation_costs_change,rental_accommodation_costs_change,bachelor,one_bedroom,two_bedroom,three_bedroom,population,labour_participation_rate,employment_change,unemployment_rate,disposable_income_change,migration,region
2,1992,1869,1484,385,116,54,215,1309,1056,105,147,1,1554,1650,131.793,87,67,20,4.7,6.4,3.4,2.579636506,1.0,-0.426680053,0.059749054,1.743137648,269,371,454,512,1003.995,66.475,-1.169096156,8.0,-1.55576161,-7326,saskatchewan
3,1993,1880,1342,538,88,51,399,1375,867,184,324,0,2020,1690,131.242,127,101,26,3.9,6.4,3.4,4.496094494,3.073432343,-0.426680053,0.149283439,1.476959433,277,376,458,502,1006.9,66.53333333,0.109736818,8.3,3.256722581,-5200,saskatchewan
4,1994,2098,1542,556,96,110,350,1351,908,89,354,0,1851,1669,132.818,86,83,3,2.7,6.4,3.4,2.771194166,1.801080648,-0.426680053,-0.158998311,1.406947409,271,376,459,505,1009.575,66.06666667,1.317256243,6.9,-0.031484035,-4608,saskatchewan
5,1995,1702,1341,361,86,60,215,1285,943,33,309,0,1711,1621,133.54,103,66,37,2.2,6.4,3.4,2.013482349,1.946137213,-0.426680053,3.0058724,1.808439384,277,382,465,517,1014.187,66.04166667,0.786679625,6.7,2.354570431,-2326,saskatchewan
6,1996,2438,1612,826,134,193,499,1894,1193,27,674,0,1910,2503,191.095,123,63,60,1.9,6.4,3.4,1.695504739,1.870420363,-0.426680053,1.77794956,1.766917293,285,392,477,533,1018.945,65.35,-0.742331065,6.6,2.529023495,-1043,saskatchewan
7,1997,2757,1954,803,160,352,291,2013,1290,13,710,0,2409,2727,218.166,58,39,19,1.6,6.4,3.4,2.582079343,1.249290176,-0.426680053,1.129782588,1.95788696,296,408,494,545,1017.902,66.15,2.15566228,5.9,-3.918200821,-2071,saskatchewan
8,1998,2965,2154,811,174,222,415,2141,1447,67,627,0,3163,2843,229.224,245,126,119,1.6,6.4,3.4,2.942157026,1.411478781,-0.426680053,1.943297033,1.820652174,306,420,507,553,1017.332,66.48333333,0.922303966,5.8,1.260317637,-1222,saskatchewan
9,1999,3089,2070,1019,155,104,760,2192,1391,81,659,61,2722,2672,230.834,196,133,63,1.7,6.4,3.4,2.153671767,1.705226288,13.932825,1.814163367,1.378880882,322,433,522,577,1014.524,66.76666667,0.195576417,6.0,4.650748396,-3435,saskatchewan
10,2000,2513,1890,623,148,173,302,1890,1338,26,524,2,3090,2384,215.998,293,179,114,2.2,6.4,3.4,2.211302211,2.619177089,-4.579646018,3.247105644,1.64970165,328,439,529,576,1007.565,66.74166667,0.686730312,5.1,0.373798602,-7335,saskatchewan
11,2001,2381,1627,754,116,240,398,1776,1100,38,638,0,2292,2017,184.294,243,112,131,3.5,6.4,3.4,2.714019851,3.055727281,12.03338743,3.083661848,1.605662983,335,456,546,586,1000.239,65.61666667,-3.020743378,5.8,1.804923884,-7718,saskatchewan
12,2002,2963,1931,1032,142,456,434,2350,1420,153,777,0,2523,2562,233.855,158,55,103,3.9,6.4,3.4,2.317680809,2.836575542,-1.536630795,1.988612221,1.954120646,345,457,554,608,996.816,66.875,1.999018664,5.7,0.744652625,-7519,saskatchewan
13,2003,3315,2097,1218,95,594,529,2634,1463,155,1016,0,3354,3193,303.086,147,58,89,4.1,6.4,3.4,4.131926511,2.3,0.115600862,2.76643613,1.166666667,349,467,564,619,996.431,67.80833333,1.738913535,5.6,3.068773577,-4049,saskatchewan
14,2004,3781,2193,1588,184,681,723,3144,1705,59,1380,0,3122,3230,346.809,153,47,106,5.3,6.4,3.4,6.058244172,2.207559466,2.330341678,2.756831266,0.831960461,356,474,572,620,997.312,67.85,0.824825316,5.3,4.836744128,-2862,saskatchewan
15,2005,3437,2425,1012,236,378,398,2502,1693,101,708,0,3476,2915,342.781,208,61,147,4.5,6.4,3.4,5.912613576,2.247549215,4.298097143,3.503511402,0.865942325,361,479,577,620,993.523,67.86666667,0.418591725,5.1,0.204023104,-7626,saskatchewan
16,2006,3715,2689,1026,123,423,480,2914,1977,38,899,0,3085,3341,435.645,88,44,44,3.3,4.5,3.4,8.881599697,2.011068673,-0.118023113,3.834718304,1.433546611,377,494,596,639,992.302,68.73333333,1.907809392,4.7,5.139956288,-5374,saskatchewan
17,2007,6007,4017,1990,317,831,842,4784,3052,262,1470,0,4683,5332,771.006,52,50,2,1.2,2.1,3.4,31.17432362,2.903644838,8.611097435,12.94419971,2.091983392,400,544,656,709,1002.048,69.51666667,2.82765878,4.2,9.571634753,4664,saskatchewan
18,2008,6828,4518,2310,251,506,1553,4653,2951,163,1539,0,6362,5890,994.297,367,310,57,1.2,2.1,3.4,23.32832789,3.237543625,2.352674524,14.35350712,5.725011732,469,631,762,802,1017.346,69.89166667,2.49900964,4.0,14.12951904,9404,saskatchewan
19,2009,3866,2829,1037,138,350,549,2936,2171,138,627,0,4993,4401,689.818,462,170,292,1.5,2.4,3.4,-1.414553789,1.086096526,7.07737278,3.143653004,6.435863293,509,688,833,887,1034.782,70.36666667,1.602306032,4.9,-1.26839574,10998,saskatchewan
20,2010,5907,3830,2077,226,485,1366,4562,2945,525,1092,0,5114,5958,999.794,401,195,206,2.2,2.9,6.2,3.954591979,1.323466629,5.704349073,0.044091711,4.698359744,542,728,873,930,1051.425,70.05,0.992186138,5.2,3.594858639,9879,saskatchewan
21,2011,7031,4152,2879,243,878,1758,5677,3304,823,1550,0,6266,6701,1279.234,364,241,123,1.9,2.6,4.1,2.846401719,2.766853933,3.246048436,2.936315558,3.17976633,577,765,914,983,1066.349,69.4,0.910246551,4.9,5.874230417,8548,saskatchewan
22,2012,9968,5171,4797,684,813,3300,7941,4296,1072,2573,0,7422,8643,1677.442,473,278,195,2.3,3.1,6.7,3.089643168,1.626349597,6.547521272,2.24244046,3.178279611,624,799,958,1023,1086.018,69.675,2.354624489,4.7,4.103747184,14342,saskatchewan
23,2013,8290,4184,4106,446,1011,2649,7258,3791,1277,2190,0,8054,8732,1638.873,687,418,269,3.1,4.0,8.8,1.933305192,1.418773534,1.406018747,0.84798995,2.693770655,642,830,995,1069,1104.99,70.20833333,3.079938614,4.1,5.507741962,13167,saskatchewan
24,2014,8257,3807,4450,502,881,3067,7153,3291,1626,2236,0,8866,7452,1428.605,1108,563,545,4.0,5.3,9.9,1.9380487,2.40005304,7.601556799,2.346101941,1.742668043,672,866,1048,1123,1121.285,69.675,0.989091981,3.8,-1.656078322,10225,saskatchewan
25,2015,5149,2414,2735,236,576,1923,4332,2102,1059,1171,0,6953,5491,1034.224,1245,518,727,6.4,7.8,10.6,-0.75560611,1.592748462,1.367695264,2.272035703,1.766531392,674,875,1051,1115,1132.263,70.11666667,0.483134095,5.0,4.235984118,4727,saskatchewan
26,2016,4775,2768,2007,328,514,1165,3878,2312,943,623,0,6089,4508,888.115,1184,408,776,8.6,10.5,10.6,-1.588211216,1.083423619,5.525200714,1.388475652,-0.252169833,683,881,1052,1182,1150.632,69.825,-0.904970803,6.3,4.235984118,11977,saskatchewan
0,1990,651,289,362,120,165,77,651,409,111,131,0,760,688,79.983,82,48,34,0.8,2.9,4.6,,,,,,328,436,475,475,128.504,65.2,3.236797274,6.8,,839,brantford
1,1991,453,183,270,58,64,148,453,244,181,28,0,340,688,79.983,82,48,34,2.4,2.9,4.6,,,,,,340,479,537,550,128.504,65.2,3.236797274,6.8,,839,brantford
2,1992,605,299,306,64,92,150,605,366,217,22,0,647,688,79.983,82,48,34,2.7,2.9,4.6,,,,,,406,503,541,597,128.504,65.2,3.236797274,6.8,,839,brantford
3,1993,434,298,136,54,82,0,434,404,0,30,0,390,688,79.983,75,64,11,4.2,2.9,4.6,,,,,,405,519,572,637,128.504,65.2,3.236797274,6.8,,839,brantford
4,1994,361,225,136,40,96,0,361,313,0,48,0,528,688,79.983,69,54,15,3.1,2.9,4.6,,,,,,392,529,593,647,128.504,65.2,3.236797274,6.8,,839,brantford
5,1995,240,117,123,22,101,0,240,162,0,78,0,283,688,79.983,93,29,64,2.9,2.9,4.6,,,,,,415,563,606,658,128.504,65.2,3.236797274,6.8,,839,brantford
6,1996,180,146,34,22,12,0,180,176,0,4,0,189,688,79.983,39,34,5,7.0,2.9,4.6,,,,,,432,540,610,679,128.504,65.2,3.236797274,6.8,,839,brantford
7,1997,296,214,82,32,50,0,296,263,0,33,0,264,688,79.983,62,48,14,4.7,2.9,4.6,,,,,,443,545,612,679,128.504,65.2,3.236797274,6.8,,839,brantford
8,1998,357,270,87,16,71,0,357,255,0,102,0,355,688,79.983,44,30,14,5.2,2.9,4.6,,,,,,454,571,617,681,128.504,65.2,3.236797274,6.8,,839,brantford
9,1999,377,311,66,24,22,20,377,335,12,30,0,338,688,79.983,20,17,3,2.5,2.9,4.6,,,,,,431,559,614,670,128.504,65.2,3.236797274,6.8,,839,brantford
10,2000,485,374,111,30,81,0,485,409,0,76,0,414,688,79.983,32,17,15,2.9,2.9,4.6,,,,,,457,573,639,690,128.504,65.2,3.236797274,6.8,,839,brantford
11,2001,475,360,115,46,69,0,475,412,0,63,0,464,688,79.983,13,13,0,1.8,2.9,4.6,,,,,,465,600,653,713,128.504,65.2,3.236797274,6.8,,839,brantford
12,2002,700,563,137,36,61,40,700,598,0,91,11,538,688,79.983,7,7,0,2.1,2.9,4.6,,,,,,507,596,665,738,129.629,66.8,3.236797274,7.3,,839,brantford
13,2003,458,388,70,6,64,0,458,392,0,66,0,459,688,79.983,21,17,4,3.2,2.9,4.6,,,,,,524,629,675,747,131.1,68.7,5.775577558,6.1,,1181,brantford
14,2004,482,414,68,6,62,0,482,427,0,55,0,542,688,79.983,39,21,18,1.7,2.9,4.6,,,,,,516,633,684,758,132.612,66.3,-2.496099844,6.7,,1210,brantford
15,2005,534,331,203,4,139,60,534,332,71,128,3,475,688,79.983,83,63,20,1.8,2.9,4.6,,,,,,502,661,722,824,134.391,68.1,4.48,6.6,,1361,brantford
16,2006,409,357,52,2,47,3,409,359,3,47,0,486,688,79.983,122,88,34,2.3,3.5,4.6,,,,,,529,639,712,800,135.417,68.0,1.837672282,6.1,,312,brantford
17,2007,589,466,123,16,107,0,589,508,0,81,0,484,678,85.583,143,105,38,2.9,4.6,4.6,,,,,,544,676,749,809,136.33,69.7,3.458646617,5.9,,815,brantford
18,2008,432,283,149,4,116,29,432,334,15,83,0,523,573,66.002,116,72,44,2.4,2.8,4.6,,,,,,557,674,752,813,136.972,69.1,-0.145348837,6.0,,539,brantford
19,2009,317,258,59,14,42,3,317,283,3,31,0,376,396,43.114,86,42,44,3.3,3.9,4.6,,,,,,566,685,754,825,137.741,71.5,-0.145560408,10.0,,612,brantford
20,2010,504,280,224,10,143,71,504,370,66,68,0,388,552,68.22,64,29,35,3.7,5.7,7.4,,,,,,592,695,778,839,138.465,68.8,-1.749271137,8.8,,486,brantford
21,2011,428,231,197,4,132,61,428,277,70,81,0,350,485,63.887,59,32,27,1.8,3.1,9.8,,,,,,654,726,792,900,139.388,69.1,1.632047478,8.6,,1194,brantford
22,2012,402,286,116,12,101,3,402,365,4,33,0,437,455,66.926,46,28,18,3.5,5.2,6.5,,,,,,620,728,838,900,140.425,67.4,-1.459854015,8.4,,735,brantford
23,2013,396,261,135,10,125,0,396,354,0,42,0,427,432,65.622,54,24,30,2.9,4.3,4.7,,,,,,604,752,835,934,141.789,66.7,2.074074074,6.4,,1092,brantford
24,2014,416,278,138,2,76,60,416,281,68,67,0,411,449,98.274,38,28,10,2.4,3.2,4.9,,,,,,648,782,855,946,142.847,66.2,-0.435413643,6.8,,814,brantford
25,2015,789,265,524,16,203,305,789,464,153,172,0,594,825,160.678,60,41,19,2.5,3.8,11.1,,,,,,627,779,870,950,143.864,65.7,1.020408163,5.7,,804,brantford
0,1990,5560,3639,1921,310,100,1511,3650,2199,1107,12,332,5477,6323,371.874,120,48,72,3.8,4.2,7.3,0.284303457,5.073924731,-0.080355708,4.720626632,3.267712601,391,460,539,658,910.451,61.9,0.973990522,10.7,-1.478871729,1217,nova_scotia
1,1991,5173,2604,2569,301,46,2222,3681,1590,1691,0,400,4905,5542,304.689,120,48,72,5.1,4.2,7.3,-0.238734706,6.076111289,-0.080355708,4.457963499,2.825624153,408,481,565,690,914.969,61.53333333,-1.208988472,12.1,-1.478871729,1217,nova_scotia
2,1992,4673,3232,1441,373,93,975,3222,2190,764,0,268,5485,5217,331.422,120,48,72,5.7,4.2,7.3,1.13670356,0.653200683,-0.080355708,-0.754248616,1.938641069,409,475,562,687,919.451,59.96666667,-3.095582118,13.1,2.253677112,1217,nova_scotia
3,1993,4282,3126,1156,496,81,579,2988,2306,642,0,40,4545,4938,329.759,134,76,58,6.0,4.2,7.3,2.987281869,1.238019169,-0.080355708,-0.461760462,1.292466765,412,482,571,719,923.925,60.05,-0.637086571,14.3,2.12041027,1676,nova_scotia
4,1994,4748,3358,1390,518,99,773,3304,2493,671,0,140,4920,5018,358.53,213,146,67,6.7,4.2,7.3,2.785755313,1.124260355,-0.080355708,-0.251280564,1.294203427,421,485,579,711,926.871,60.10833333,1.67341185,13.5,-0.796432371,409,nova_scotia
5,1995,4168,3040,1128,417,72,639,2695,2098,570,24,3,4170,4868,348.152,254,179,75,7.6,4.2,7.3,2.961721151,1.36532085,-0.080355708,2.160643349,0.935756703,422,488,584,760,928.12,59.40833333,0.878840735,12.2,0.307610388,-432,nova_scotia
6,1996,4059,3278,781,447,59,275,2806,2527,279,0,0,4062,5725,403.973,194,142,52,8.6,4.2,7.3,0.719131615,1.779873004,-0.080355708,0.483687405,0.864681761,421,488,588,732,931.327,59.375,0.232759194,12.4,-2.48281981,1475,nova_scotia
7,1997,3813,2939,874,303,58,513,2732,2225,479,0,28,3756,4997,355.368,255,192,63,8.3,4.2,7.3,-2.317122457,2.079591644,-0.080355708,-0.339782916,0.892620415,424,490,589,722,932.402,59.73333333,1.459660297,12.1,1.386541315,695,nova_scotia
8,1998,3137,2257,880,290,89,501,2171,1664,418,89,0,3416,4249,312.118,175,139,36,5.9,4.2,7.3,0.758516067,0.620427817,-0.080355708,0.823941661,0.534337772,433,496,603,763,931.836,60.525,3.574853954,10.5,3.817879109,-547,nova_scotia
